name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
IH Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する。世界160校以上のネットワークを持つInternational Houseグループの加盟校。教師養成でも世界的に有名な教育組織。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週270〜420USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,conversation",standard,270,420,"activities,accommodation,certificate",https://www.ihvancouver.com/,"549 Howe Street, Vancouver BC V6C 2C2",FALSE,1990,251,14,11,17,18,11,info@ih-vancouver.example.com,+1-783-4955331,Granville,49.2887,-123.1242,english,,"wifi,lounge,library,kitchen","homestay,student-residence",FALSE,1
Western Town College Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する語学学校。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。宿泊手配対応、アクティビティ充実。授業料は週260〜400USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。集中コースも用意しており短期間での語学力向上を目指せる。,"general,exam-prep,conversation,intensive",standard,260,400,"activities,accommodation",https://www.wtccanada.com/,"110 Yonge Street, Toronto ON M5C 1T4",FALSE,2000,542,10,8,37,18,36,info@western-town-college-toronto.example.com,+1-689-6387324,Dundas,43.6621,-79.3912,english,languages-canada,"wifi,lounge,study-room,library,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Pera College Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する語学学校。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。少人数制クラス、アクティビティ充実。授業料は週220〜350USD（リーズナブル帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,conversation",budget,220,350,"small-class,activities",https://www.peracollege.com/,"720 Spadina Avenue, Toronto ON M5S 2T9",FALSE,1992,227,7,18,14,18,21,info@pera-college-toronto.example.com,+1-919-4001446,Dundas,43.6697,-79.3985,english,languages-canada,"wifi,lounge,study-room,library",,TRUE,2
Cloud Nine College Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する語学学校。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配対応、アクティビティ充実。授業料は週230〜360USD（リーズナブル帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,conversation",budget,230,360,"activities,accommodation",https://www.cloudninecollege.com/,"1061 Hamilton Street, Vancouver BC V6B 5T4",FALSE,2010,274,15,10,22,18,12,info@cloud-nine-college-vancouver.example.com,+1-919-6057855,Granville,49.2841,-123.1278,english,eaquals,"wifi,lounge,library","homestay,hostel",TRUE,1
Bayswater Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する。英国発の語学学校グループBayswaterの校舎。モダンな施設と体系的なカリキュラムで質の高い語学教育を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、アクティビティ充実。授業料は週280〜430USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,intensive",standard,280,430,"online-support,activities,accommodation",https://www.bayswater.ac/,"885 Dunsmuir Street, Vancouver BC V6C 1N5",FALSE,2000,524,15,11,39,16,23,info@bayswater-vancouver.example.com,+1-486-9655820,Burrard,49.2831,-123.1189,english,languages-canada,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
Bayswater Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する。英国発の語学学校グループBayswaterの校舎。モダンな施設と体系的なカリキュラムで質の高い語学教育を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、アクティビティ充実。授業料は週280〜430USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,intensive",standard,280,430,"online-support,activities,accommodation",https://www.bayswater.ac/,"59 Adelaide Street East, Toronto ON M5C 1K6",FALSE,formerly Stafford House; Bayswater rebranding in 2021,472,11,15,32,18,28,info@bayswater-toronto.example.com,+1-478-8859519,Bathurst,43.6577,-79.3875,english,languages-canada,"wifi,lounge,study-room,computer-lab","homestay,student-residence,shared-apartment",TRUE,2
Bayswater Calgary,カナダ,カルガリー,カナダのカルガリーに位置する。英国発の語学学校グループBayswaterの校舎。モダンな施設と体系的なカリキュラムで質の高い語学教育を提供。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。宿泊手配対応、アクティビティ充実。授業料は週260〜400USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。治安の良いカナダで安心して語学留学生活を送ることができる。,"general,exam-prep,conversation",standard,260,400,"activities,accommodation",https://www.bayswater.ac/,"Suite 202, 606 4th Street SW, Calgary AB T2P 1T1",FALSE,2000,420,15,9,27,18,18,info@bayswater-calgary.example.com,+1-805-8602647,,-12.5547,3.8091,english,"languages-canada,ialc","wifi,lounge,study-room,kitchen","homestay,student-residence,shared-apartment",TRUE,1
Bayswater London,イギリス,ロンドン,博物館や劇場など知的刺激に溢れる世界有数の文化・金融の中心地に位置する。英国発の語学学校グループBayswaterの校舎。モダンな施設と体系的なカリキュラムで質の高い語学教育を提供。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、アクティビティ充実。授業料は週300〜480USD（スタンダード帯）。英語発祥の地でヨーロッパ各国へのアクセスも良好。ブリティッシュ・カウンシル認定校として教育の質が保証されている。,"general,exam-prep,business,intensive",standard,300,480,"online-support,activities,accommodation",https://www.bayswater.ac/,"167 Queensway, London W2 4SB",FALSE,2000,243,12,15,16,16,13,info@bayswater-london.example.com,+44-12-2504-4308,Oxford Circus,51.5157,-0.134,english,"british-council,cambridge-english","wifi,lounge,computer-lab,kitchen","homestay,student-residence",TRUE,2
Wimbledon School of English,イギリス,ロンドン,博物館や劇場など知的刺激に溢れる世界有数の文化・金融の中心地に位置する語学学校。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。少人数制クラス、宿泊手配対応、アクティビティ充実。授業料は週290〜470USD（スタンダード帯）。英語発祥の地でヨーロッパ各国へのアクセスも良好。放課後のアクティビティや文化体験プログラムも充実している。集中コースも用意しており短期間での語学力向上を目指せる。,"general,exam-prep,conversation,intensive",standard,290,470,"small-class,activities,accommodation",https://www.wimbledon-school.ac.uk/,"41 Worple Road, Wimbledon, London SW19 4JZ",FALSE,1964,412,10,12,37,18,27,info@wimbledon-school-of-english.example.com,+44-21-9100-9684,Leicester Square,51.506,-0.136,english,cambridge-english,"wifi,lounge,study-room,library,kitchen","homestay,student-residence,shared-apartment",TRUE,2
Malvern House London,イギリス,ロンドン,博物館や劇場など知的刺激に溢れる世界有数の文化・金融の中心地に位置する語学学校。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配対応、アクティビティ充実。授業料は週250〜400USD（リーズナブル帯）。英語発祥の地でヨーロッパ各国へのアクセスも良好。放課後のアクティビティや文化体験プログラムも充実している。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,exam-prep,business,conversation",budget,250,400,"activities,accommodation",https://www.malvernhouse.com/,"200 Pentonville Road, London N1 9JP",FALSE,1999,107,13,10,16,18,5,info@malvern-house-london.example.com,+44-12-7320-3105,King's Cross,51.4976,-0.1235,english,"british-council,cambridge-english,eaquals","wifi,lounge,study-room","homestay,hostel",TRUE,1
